# This file contains frame data, the format is:
# first_element width height flags next
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
1 23 30 256 377
24 19 29 256 378
11 20 30 256 379
16 18 30 256 380
20 18 29 256 381
29 21 29 256 382
0 0 0 0 0
5749 18 31 256 384
6 20 31 256 385
5753 18 31 256 386
5757 18 31 256 387
33 21 30 256 388
37 23 30 256 390
42 20 30 0 391
46 22 30 0 392
51 24 29 0 389
155 22 30 256 394
160 20 29 0 395
164 21 31 0 396
169 23 29 0 393
174 23 30 256 398
179 24 29 0 399
184 23 30 0 400
189 24 29 0 397
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
370 22 30 256 432
375 20 31 256 433
0 0 0 0 0
380 20 30 256 435
385 19 31 256 436
0 0 0 0 0
0 0 0 0 0
389 18 30 256 439
393 22 30 256 440
398 20 30 256 441
402 22 31 256 442
406 31 30 256 443
412 22 31 256 444
418 28 30 256 445
424 27 31 256 446
429 27 30 256 447
449 34 30 256 757
633 23 30 256 449
434 22 30 256 450
638 19 30 256 451
477 23 31 256 754
439 29 30 256 453
656 23 30 256 454
5761 17 31 256 455
444 30 31 256 456
505 32 30 256 751
5765 17 31 256 458
5769 16 31 256 459
533 35 31 256 748
643 20 29 256 461
5773 17 31 256 462
557 31 30 256 745
5777 19 31 256 467
648 18 30 256 465
581 19 30 256 466
5781 23 30 0 468
5787 18 31 0 470
585 33 30 256 742
5791 24 30 0 464
652 18 29 256 471
609 36 31 256 739
5796 18 30 256 474
5800 19 31 0 475
5804 18 30 0 476
5808 17 31 0 473
5812 19 31 256 478
5816 21 30 0 480
661 20 29 256 479
5822 18 31 0 481
5826 24 30 0 477
5831 20 31 256 484
665 21 30 256 483
5835 23 30 0 485
5840 19 31 0 486
5844 23 30 0 482
5849 19 30 256 488
5853 22 29 0 489
5858 19 30 0 490
5862 19 29 0 487
5867 18 30 256 492
5871 17 31 0 493
5875 18 30 0 494
5879 19 31 0 491
5883 18 30 256 496
5887 22 29 0 497
5892 17 30 0 498
5896 19 29 0 495
5901 17 31 256 500
5905 22 30 0 501
5910 18 31 0 502
5914 23 30 0 499
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
7417 18 32 256 512
7421 22 31 0 513
7427 17 31 0 514
7431 25 30 0 511
7437 17 31 256 516
7441 23 30 0 517
7446 17 32 0 518
7450 22 31 0 515
7455 18 30 256 520
7459 22 29 0 521
7464 17 30 0 522
7468 20 29 0 519
7473 18 31 256 524
7477 19 32 0 525
7481 18 31 0 526
7485 17 32 0 523
7493 22 30 0 528
7498 18 31 0 529
7502 19 30 0 530
7489 19 31 256 527
7507 19 31 256 532
7511 23 30 0 533
7516 19 31 0 534
7520 22 30 0 531
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
8148 19 33 256 572
8152 18 32 0 573
8156 17 33 0 574
8160 18 32 0 571
8164 19 33 256 576
8168 21 32 0 577
8174 19 33 0 578
8178 22 32 0 575
8184 19 32 256 580
8188 24 31 0 581
8194 19 32 0 582
8198 23 31 0 579
8203 21 33 256 584
8207 21 32 0 585
8212 20 33 0 586
8217 22 32 0 583
8223 20 32 256 588
8227 19 32 0 589
8231 18 32 0 590
8235 19 32 0 587
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
1047 22 29 256 608
1052 20 29 0 609
1056 22 29 0 610
1061 24 29 0 607
1066 19 31 256 612
1071 19 31 0 613
1076 19 31 0 614
1081 19 32 0 611
1086 18 29 256 616
1091 18 29 0 617
1095 19 29 0 618
1100 24 29 0 615
1105 19 31 256 620
1110 23 30 0 621
1115 19 31 0 622
1120 23 30 0 619
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
1125 19 30 256 628
1130 18 29 0 629
1134 18 31 0 630
1139 23 29 0 627
1144 20 30 256 632
1149 20 29 0 633
1154 20 30 0 634
1159 20 29 0 631
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
1164 21 30 256 640
1169 20 29 0 641
1173 21 31 0 642
1178 23 29 0 639
1183 24 30 256 644
1188 25 29 0 645
1193 24 30 0 646
1198 25 29 0 643
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
1203 30 29 256 668
1209 28 29 0 669
1214 30 29 0 670
1220 32 29 0 667
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
1226 21 31 256 676
1232 21 31 0 677
1238 21 31 0 678
1244 21 32 0 675
1250 27 29 256 680
1256 26 29 0 681
1261 26 29 0 682
1267 28 29 0 679
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
1273 26 31 256 688
1279 27 30 0 689
1285 27 31 0 690
1291 27 30 0 687
1297 26 30 256 692
1303 26 29 0 693
1308 25 31 0 694
1314 27 29 0 691
1340 31 30 256 696
1346 29 29 0 697
1351 30 31 0 698
1357 32 29 0 695
1363 31 30 256 700
1369 32 29 0 701
1375 31 30 0 702
1381 32 29 0 699
1320 20 30 256 704
1325 20 29 0 705
1330 19 30 0 706
1335 20 29 0 703
1387 33 29 256 708
1394 33 29 0 709
1400 35 29 0 710
1407 35 29 0 707
1414 21 31 256 712
1421 23 31 0 713
1428 23 31 0 714
1435 21 32 0 711
1442 31 30 256 716
1449 29 29 0 717
1455 29 29 0 718
1462 33 29 0 715
1469 37 31 256 720
1476 36 30 0 721
1483 35 31 0 722
1490 38 30 0 719
1497 32 30 256 724
1504 30 29 0 725
1510 29 31 0 726
1517 33 29 0 723
1524 20 30 256 728
1529 20 29 0 729
1534 19 30 0 730
1539 20 29 0 727
1544 34 30 256 732
1551 35 29 0 733
1557 36 31 0 734
1564 36 29 0 731
1571 40 30 256 736
1578 41 29 0 737
1585 40 30 0 738
1592 43 29 0 735
615 38 31 0 740
621 36 31 0 741
627 36 31 0 472
591 35 30 0 743
597 35 30 0 744
603 33 30 0 469
563 33 30 0 746
569 33 30 0 747
575 33 30 0 463
539 37 31 0 749
545 37 31 0 750
551 35 31 0 460
512 30 30 0 752
519 30 30 0 753
526 32 30 0 457
484 23 31 0 755
491 21 31 0 756
498 21 31 0 452
456 36 30 0 758
463 36 30 0 759
470 34 30 0 448
1736 23 30 256 761
1741 24 29 0 762
1746 23 30 0 763
1751 24 29 0 760
1599 24 29 256 765
1604 21 29 0 766
1608 23 29 0 767
1613 25 29 0 764
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
1638 19 30 256 773
1643 19 29 0 774
1647 20 29 0 775
1652 24 29 0 772
1618 19 31 256 777
1623 19 31 0 778
1628 19 31 0 779
1633 19 32 0 776
1657 19 31 256 781
1662 23 30 0 782
1667 19 31 0 783
1672 23 30 0 780
1677 19 30 256 785
1682 18 29 0 786
1686 18 31 0 787
1691 23 29 0 784
1696 20 30 256 789
1701 20 29 0 790
1706 20 30 0 791
1711 20 29 0 788
1716 22 30 256 793
1721 20 29 0 794
1726 21 31 0 795
1731 23 29 0 792
1756 21 30 256 805
1778 20 30 256 809
1767 20 31 256 807
1789 18 31 256 811
1798 18 30 256 813
1807 20 31 0 949
0 0 0 0 0
1827 20 31 256 821
1761 30 30 0 981
1756 21 30 0 804
1772 20 31 0 982
1767 20 31 0 806
1783 27 30 0 983
1778 20 30 0 808
1793 28 31 0 984
1789 18 31 0 810
1802 24 30 0 985
1798 18 30 0 812
1818 20 30 0 816
1818 20 30 256 814
1822 26 30 0 987
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
1831 30 31 0 988
1827 20 31 0 820
1836 22 30 256 824
1841 33 30 0 989
1836 22 30 0 823
1847 19 32 256 827
1852 20 33 0 990
1847 19 32 0 826
1859 20 30 256 830
1864 29 30 0 991
1859 20 30 0 829
1870 19 31 256 833
1874 30 31 0 992
1870 19 31 0 832
1879 18 30 256 836
1883 27 30 0 993
1879 18 30 0 835
1888 20 31 256 844
1899 20 30 256 840
1903 30 30 0 995
1899 20 30 0 839
1908 21 31 256 843
1912 31 31 0 996
1908 21 31 0 842
1888 20 31 0 845
1893 21 30 0 994
1917 37 30 256 854
1945 21 32 256 864
1973 33 30 256 871
2001 40 31 256 874
2025 30 30 256 877
2049 22 29 256 880
2072 32 30 256 883
0 0 0 0 0
1924 38 30 0 855
1931 36 30 0 863
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
1938 36 30 0 846
1952 23 33 0 865
1959 21 32 0 866
1966 21 33 0 847
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
1980 33 30 0 872
1987 34 30 0 873
1994 31 30 0 848
2007 38 31 0 875
2013 40 31 0 876
2019 38 31 0 849
2031 29 30 0 878
2037 29 30 0 879
2043 32 30 0 850
2055 20 33 0 881
2061 22 29 0 882
2067 20 30 0 851
2078 33 30 0 884
2084 34 30 0 885
2090 34 30 0 852
2096 42 31 256 887
2102 40 31 0 888
2108 42 31 0 889
2114 40 31 0 886
2208 40 30 256 891
2215 40 30 0 892
2222 40 30 0 893
2229 40 30 0 890
2236 21 31 256 895
2243 21 31 0 896
2250 21 31 0 897
2257 21 31 0 894
2264 37 30 256 899
2271 37 30 0 900
2278 37 30 0 901
2285 37 30 0 898
2292 43 31 256 903
2298 43 31 0 904
2304 43 31 0 905
2310 43 31 0 902
2316 39 38 256 907
2322 39 39 0 908
2328 39 38 0 909
2334 39 38 0 906
2340 20 35 256 974
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
2364 41 38 256 917
2370 41 38 0 918
2376 41 39 0 919
2382 41 38 0 916
2388 45 31 256 921
2394 45 31 0 922
2400 45 31 0 923
2406 45 31 0 920
2412 23 30 256 925
2412 23 30 0 926
2412 23 30 0 929
2423 19 31 256 928
2423 19 31 0 938
2412 23 30 0 932
2435 20 30 0 931
2440 29 30 0 953
2412 23 30 0 935
2446 19 31 0 934
2450 30 31 0 957
2417 32 30 0 924
2455 18 30 0 937
2459 26 30 0 961
2423 19 31 0 941
2464 20 30 0 965
2464 20 30 0 939
2423 19 31 0 944
2475 20 30 0 943
2479 29 30 0 969
2423 19 31 0 947
2484 21 31 0 946
2488 32 31 0 973
2428 20 32 0 927
1807 20 31 256 801
1812 22 31 0 986
2435 20 30 0 930
2435 20 30 0 950
2435 20 30 0 951
2435 20 30 256 952
2446 19 31 0 933
2446 19 31 0 954
2446 19 31 0 955
2446 19 31 256 956
2455 18 30 0 936
2455 18 30 0 958
2455 18 30 0 959
2455 18 30 256 960
2464 20 30 0 940
2464 20 30 0 962
2464 20 30 256 963
2469 21 33 0 964
2475 20 30 0 942
2475 20 30 0 966
2475 20 30 0 967
2475 20 30 256 968
2484 21 31 0 945
2484 21 31 0 970
2484 21 31 0 971
2484 21 31 256 972
2346 20 34 0 975
2352 20 34 0 976
2358 20 34 0 910
2493 21 30 256 978
2498 19 29 0 979
2502 30 29 0 980
2508 24 29 0 977
1756 21 30 0 796
1767 20 31 0 798
1778 20 30 0 797
1789 18 31 0 799
1798 18 30 0 800
1807 20 31 0 948
1818 20 30 0 815
1827 20 31 0 803
1836 22 30 0 822
1847 19 32 0 825
1859 20 30 0 828
1870 19 31 0 831
1879 18 30 0 834
1888 20 31 0 837
1899 20 30 0 838
1908 21 31 0 841
2513 20 31 256 998
2518 20 31 0 999
2523 20 31 0 1000
2529 20 32 0 997
2534 19 30 256 1002
2539 18 29 0 1003
2543 25 29 0 1004
2549 24 29 0 1001
2554 18 31 256 1006
2559 23 30 0 1007
2564 28 31 0 1008
2570 23 30 0 1005
2575 19 30 256 1010
2580 18 29 0 1011
2584 24 31 0 1012
2590 23 29 0 1009
2595 20 30 256 1014
2600 20 29 0 1015
2605 22 30 0 1016
2611 20 29 0 1013
2616 21 30 256 1018
2621 20 29 0 1019
2626 28 31 0 1020
2632 23 29 0 1017
2637 23 30 256 1022
2642 24 29 0 1023
2647 33 30 0 1024
2653 24 29 0 1021
2658 23 30 256 1026
2663 20 29 0 1027
2667 32 29 0 1028
2673 24 29 0 1025
2678 19 31 256 1030
2683 19 31 0 1031
2688 19 31 0 1032
2694 19 32 0 1029
2699 19 30 256 1034
2704 18 29 0 1035
2708 28 29 0 1036
2714 24 29 0 1033
2719 19 31 256 1038
2724 23 30 0 1039
2729 30 31 0 1040
2735 23 30 0 1037
2740 19 30 256 1042
2745 18 29 0 1043
2749 26 31 0 1044
2755 23 29 0 1041
2760 20 30 256 1046
2765 20 29 0 1047
2770 20 32 0 1048
2776 20 29 0 1045
2781 21 30 256 1050
2786 20 29 0 1051
2790 31 31 0 1052
2796 23 29 0 1049
2801 24 30 256 1054
2806 25 29 0 1055
2811 35 30 0 1056
2817 25 29 0 1053
2822 36 30 256 1058
2829 35 29 0 1059
2835 34 29 0 1060
2842 35 29 0 1057
2849 23 31 256 1062
2856 22 31 0 1063
2863 21 31 0 1064
2870 21 32 0 1061
2877 32 30 256 1066
2884 31 29 0 1067
2890 31 29 0 1068
2897 35 29 0 1065
2904 37 31 256 1070
2911 40 30 0 1071
2918 37 31 0 1072
2925 40 30 0 1069
2932 30 30 256 1074
2939 28 29 0 1075
2945 28 31 0 1076
2952 32 29 0 1073
2959 20 33 256 1078
2965 21 29 0 1079
2971 19 30 0 1080
2976 21 29 0 1077
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
3009 42 30 256 1086
3016 45 29 0 1087
3023 42 30 0 1088
3030 45 29 0 1085
2982 34 30 256 1090
2989 31 29 0 1091
2995 32 31 0 1092
3002 36 29 0 1089
3222 41 30 256 1094
3229 38 29 0 1095
3235 40 29 0 1096
3242 42 29 0 1093
3249 21 31 256 1098
3256 21 31 0 1099
3263 22 31 0 1100
3270 22 32 0 1097
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
3277 36 30 256 1110
3284 36 29 0 1111
3290 36 29 0 1112
3297 38 29 0 1109
3304 43 31 256 1114
3311 44 30 0 1115
3318 43 31 0 1116
3325 44 30 0 1113
3332 38 37 256 1118
3339 38 37 0 1119
3345 37 38 0 1120
3352 39 36 0 1117
3359 20 36 256 1122
3365 20 33 0 1123
3371 20 33 0 1124
3377 20 32 0 1121
3383 43 37 256 1126
3390 41 36 0 1127
3396 42 39 0 1128
3403 44 36 0 1125
3410 48 30 256 1130
3417 49 29 0 1131
3424 48 30 0 1132
3431 49 29 0 1129
3438 23 30 256 1134
3443 21 29 0 1135
3447 23 29 0 1136
3452 25 29 0 1165
3462 19 31 256 1138
3467 19 31 0 1139
3472 19 31 0 1140
3477 19 32 0 1166
3488 19 30 256 1142
3493 19 29 0 1143
3497 19 29 0 1144
3502 24 29 0 1173
3512 19 31 256 1146
3517 23 30 0 1147
3522 19 31 0 1148
3527 23 30 0 1174
3538 19 30 256 1150
3543 18 29 0 1151
3547 18 31 0 1152
3552 23 29 0 1181
3562 20 30 256 1154
3567 20 29 0 1155
3572 19 30 0 1156
3577 20 29 0 1185
3588 21 30 256 1158
3593 20 29 0 1159
3597 21 31 0 1160
3602 23 29 0 1189
3612 23 30 256 1162
3617 24 29 0 1163
3622 23 30 0 1164
3627 24 29 0 1190
3438 23 30 0 1169
3462 19 31 0 1170
3447 23 29 0 1168
3452 25 29 0 1133
3457 30 29 0 1167
3482 19 31 0 1172
3477 19 32 0 1137
3472 19 31 0 1171
3488 19 30 0 1177
3512 19 31 0 1178
3497 19 29 0 1176
3502 24 29 0 1141
3507 28 29 0 1175
3532 31 30 0 1179
3522 19 31 0 1180
3527 23 30 0 1145
3538 19 30 0 1182
3557 27 29 0 1183
3547 18 31 0 1184
3552 23 29 0 1149
3562 20 30 0 1186
3582 21 32 0 1187
3572 19 30 0 1188
3577 20 29 0 1153
3588 21 30 0 1193
3612 23 30 0 1194
3597 21 31 0 1192
3602 23 29 0 1157
3607 30 29 0 1191
3632 35 29 0 1195
3622 23 30 0 1196
3627 24 29 0 1161
3638 17 26 256 1205
3642 18 15 0 1201
6354 19 23 256 3553
0 0 0 0 0
3638 17 26 0 1197
0 0 0 0 0
0 0 0 0 0
3642 18 15 0 1198
3642 18 15 0 1204
3686 21 30 256 1207
3692 21 30 0 1208
3698 21 31 0 1209
3704 21 32 0 1210
3710 16 39 0 1211
3711 16 37 0 1212
3712 16 35 0 1206
3713 20 30 256 1261
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
3718 20 30 0 1262
3723 19 31 0 1263
3728 19 32 0 1278
3736 21 28 256 1265
3742 21 28 0 1266
3748 20 31 0 1267
3754 20 32 0 1275
3763 22 30 256 1269
3768 22 30 0 1270
3773 22 31 0 1271
3778 22 32 0 1272
3783 16 39 0 1273
3784 16 37 0 1274
3785 16 35 0 1268
3760 16 39 0 1276
3761 16 37 0 1277
3762 16 35 0 1264
3733 16 39 0 1279
3734 16 37 0 1280
3735 16 35 0 1213
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
